1000	0.000955739
1360	0.00176485
1720	0.00291357
2080	0.00405685
2440	0.00583755
2800	0.00759898
3160	0.00916974
3520	0.0108399
3880	0.0131137
4240	0.0156812
4600	0.0185771
4960	0.0214871
5320	0.0243884
5680	0.0275224
6040	0.0310009
6400	0.0358387
6760	0.0385394
7120	0.0434202
7480	0.0476383
7840	0.0533253
8200	0.0566421
8560	0.0631438
8920	0.0681662
9280	0.0739861
9640	0.0819231
