100	0.00744748
179	0.0539406
258	0.120865
337	0.265204
416	0.498518
495	0.832138
574	1.29908
653	1.9027
732	2.68119
811	3.6495
890	4.81657
969	6.22812
1048	7.9041
1127	9.88063
1206	12.0845
1285	14.6925
1364	17.5199
1443	20.7975
1522	24.3819
1601	28.3724
1680	32.8581
1759	37.7023
1838	43.0041
1917	48.5132
1996	54.7988
