100	0,004862
136	0,012078
172	0,025228
208	0,046561
244	0,069635
280	0,105652
316	0,148235
352	0,21991
388	0,269573
424	0,347689
460	0,446655
496	0,55616
532	0,681226
568	0,868159
604	1,0554
640	1,26397
676	1,58838
712	1,7919
748	1,92086
784	2,43795
820	2,60488
856	2,90041
892	3,27411
928	3,61956
964	4,07166
