10000	0.0476845	0.0456288	0.049439
20000	0.186807	0.185012	0.192279
30000	0.416683	0.412343	0.421461
40000	0.746931	0.739077	0.75312
50000	1.16466	1.15248	1.17704
60000	1.67723	1.66313	1.70284
70000	2.27206	2.25107	2.29321
80000	2.95541	2.94492	2.96797
90000	3.74275	3.723	3.75779
100000	4.62467	4.60968	4.64901
110000	5.60475	5.55596	5.64444
120000	6.65762	6.62296	6.69261
130000	7.84039	7.8148	7.85651
140000	9.05618	9.02047	9.10101
150000	10.3212	10.2665	10.4437
160000	11.81	11.7366	11.9416
170000	13.278	13.2513	13.3463
180000	15.0698	14.9833	15.1681
190000	16.6364	16.5069	16.8053
200000	18.593	18.4289	18.7015
210000	20.5253	20.3381	20.6601
220000	22.5225	22.3243	22.6266
230000	24.2899	24.1737	24.5962
240000	26.6465	26.5454	26.8434
